Source,Target,Weight,Season
包不同,虛竹,17,1
包不同,鄧百川,56,1
虛竹,公冶乾,7,1
虛竹,鄧百川,15,1
公冶乾,鄧百川,51,1
風波惡,虛竹,5,1
風波惡,丁春秋,13,1
風波惡,游坦之,11,1
風波惡,鄧百川,35,1
玄難,玄痛,21,1
玄難,鄧百川,30,1
玄痛,鄧百川,10,1
風波惡,玄難,15,1
玄悲,玄難,4,1
玄難,丁春秋,47,1
玄難,游坦之,10,1
包不同,玄難,21,1
包不同,丁春秋,16,1
包不同,玄痛,11,1
風波惡,玄痛,5,1
玄難,公冶乾,21,1
丁春秋,公冶乾,12,1
丁春秋,玄痛,7,1
丁春秋,鄧百川,18,1
公冶乾,玄痛,9,1
包不同,游坦之,9,1
公冶乾,游坦之,6,1
游坦之,鄧百川,8,1
虛竹,玄難,32,1
虛竹,玄痛,9,1
慧方,虛竹,13,1
慧方,玄難,10,1
慧方,玄痛,4,1
公冶乾,蕭峰,3,1
玄痛,蕭峰,2,1
鄧百川,薛慕華,6,1
玄難,慧鏡,4,1
公冶乾,玄苦,2,1
慧方,公冶乾,3,1
慧方,鄧百川,3,1
玄悲,公冶乾,2,1
玄悲,鄧百川,2,1
虛竹,慧鏡,3,1
虛竹,薛慕華,12,1
玄難,薛慕華,11,1
慧鏡,鄧百川,3,1
慧鏡,薛慕華,2,1
康廣陵,玄苦,1,1
康廣陵,包不同,8,1
康廣陵,薛慕華,12,1
康廣陵,玄難,12,1
康廣陵,鄧百川,7,1
丁春秋,薛慕華,27,1
包不同,薛慕華,5,1
包不同,范百齡,4,1
苟讀,包不同,3,1
吳領軍,薛慕華,5,1
包不同,吳領軍,1,1
馮阿三,薛慕華,6,1
李傀儡,薛慕華,6,1
苟讀,薛慕華,4,1
李傀儡,包不同,4,1
李傀儡,玄難,3,1
李傀儡,風波惡,1,1
李傀儡,鄧百川,1,1
范百齡,玄難,8,1
范百齡,薛慕華,9,1
包不同,馮阿三,2,1
范百齡,馮阿三,7,1
康廣陵,風波惡,2,1
丁春秋,蘇星河,46,1
李傀儡,康廣陵,6,1
李傀儡,范百齡,7,1
康廣陵,范百齡,9,1
康廣陵,丁春秋,12,1
康廣陵,蘇星河,7,1
李傀儡,丁春秋,6,1
范百齡,丁春秋,10,1
李傀儡,馮阿三,4,1
康廣陵,馮阿三,7,1
玄難,馮阿三,4,1
丁春秋,馮阿三,5,1
康廣陵,公冶乾,1,1
范百齡,公冶乾,3,1
范百齡,鄧百川,4,1
公冶乾,馮阿三,1,1
馮阿三,鄧百川,3,1
范百齡,游坦之,1,1
公冶乾,薛慕華,2,1
游坦之,薛慕華,4,1
蘇星河,薛慕華,9,1
丁春秋,慧鏡,3,1
游坦之,慧鏡,1,1
風波惡,馮阿三,1,1
李傀儡,段譽,1,1
康廣陵,朱丹臣,1,1
康廣陵,段譽,3,1
朱丹臣,包不同,6,1
朱丹臣,范百齡,1,1
朱丹臣,玄難,2,1
朱丹臣,丁春秋,3,1
朱丹臣,薛慕華,1,1
包不同,蘇星河,6,1
范百齡,蘇星河,7,1
范百齡,段譽,6,1
玄難,蘇星河,23,1
玄難,段譽,16,1
段譽,薛慕華,2,1
蘇星河,公冶乾,3,1
蘇星河,鄧百川,5,1
鳩摩智,玄難,11,1
鳩摩智,蘇星河,11,1
王語嫣,玄難,11,1
王語嫣,丁春秋,15,1
王語嫣,蘇星河,12,1
慕容復,玄難,13,1
慕容復,丁春秋,38,1
慕容復,蘇星河,16,1
慕容復,公冶乾,35,1
鳩摩智,包不同,2,1
鳩摩智,風波惡,1,1
鳩摩智,公冶乾,3,1
鳩摩智,鄧百川,4,1
風波惡,蘇星河,4,1
王語嫣,公冶乾,20,1
王語嫣,鄧百川,29,1
段譽,公冶乾,10,1
段譽,鄧百川,20,1
慕容復,段延慶,52,1
慕容復,朱丹臣,5,1
慕容復,段正淳,33,1
段延慶,鳩摩智,13,1
段延慶,包不同,5,1
段延慶,王語嫣,9,1
段延慶,丁春秋,13,1
段延慶,公冶乾,3,1
朱丹臣,鳩摩智,2,1
朱丹臣,王語嫣,17,1
朱丹臣,公冶乾,2,1
鳩摩智,段正淳,9,1
包不同,段正淳,2,1
王語嫣,段正淳,4,1
段正淳,丁春秋,5,1
段正淳,公冶乾,1,1
段延慶,蘇星河,12,1
雲中鶴,蘇星河,1,1
葉二娘,蘇星河,3,1
段延慶,玄難,12,1
朱丹臣,黃眉僧,1,1
王語嫣,黃眉僧,2,1
玄難,黃眉僧,2,1
慕容復,虛竹,30,1
段延慶,虛竹,20,1
虛竹,蘇星河,47,1
朱丹臣,虛竹,14,1
虛竹,段譽,101,1
慕容復,康廣陵,3,1
慕容復,葉二娘,4,1
慕容復,游坦之,14,1
段延慶,康廣陵,3,1
段延慶,游坦之,2,1
段延慶,鄧百川,4,1
康廣陵,鳩摩智,3,1
康廣陵,王語嫣,2,1
康廣陵,虛竹,9,1
康廣陵,葉二娘,1,1
康廣陵,游坦之,2,1
鳩摩智,虛竹,39,1
鳩摩智,葉二娘,2,1
鳩摩智,游坦之,2,1
王語嫣,虛竹,22,1
王語嫣,游坦之,5,1
虛竹,葉二娘,18,1
虛竹,丁春秋,61,1
虛竹,游坦之,16,1
葉二娘,玄難,1,1
葉二娘,丁春秋,3,1
葉二娘,游坦之,1,1
葉二娘,鄧百川,2,1
蘇星河,游坦之,5,1
慕容復,范百齡,3,1
段延慶,范百齡,3,1
鳩摩智,范百齡,2,1
虛竹,范百齡,5,1
慕容復,黃眉僧,1,1
鳩摩智,黃眉僧,1,1
虛竹,黃眉僧,1,1
黃眉僧,丁春秋,1,1
枯榮,虛竹,2,1
枯榮,喬峰,1,1
鳩摩智,喬峰,2,1
虛竹,喬峰,2,1
慕容復,薛慕華,3,1
段延慶,薛慕華,2,1
鳩摩智,薛慕華,2,1
王語嫣,薛慕華,2,1
慕容復,慧鏡,1,1
王語嫣,慧鏡,1,1
蘇星河,慧鏡,1,1
段譽,慧鏡,1,1
虛竹,段正淳,5,1
玄難,段正淳,1,1
段正淳,蘇星河,3,1
虛竹,玄慈,33,1
丁春秋,玄慈,12,1
蘇星河,玄慈,1,1
慕容復,慧方,3,1
慕容復,玄痛,1,1
慧方,包不同,1,1
慧方,風波惡,1,1
慧方,王語嫣,2,1
慧方,丁春秋,8,1
慧方,蘇星河,5,1
慧方,游坦之,2,1
慧方,薛慕華,2,1
風波惡,薛慕華,1,1
王語嫣,玄痛,1,1
蘇星河,玄痛,1,1
游坦之,玄痛,1,1
玄痛,薛慕華,1,1
李傀儡,苟讀,3,1
李傀儡,虛竹,2,1
李傀儡,蘇星河,1,1
李傀儡,吳領軍,3,1
康廣陵,苟讀,3,1
康廣陵,吳領軍,4,1
苟讀,虛竹,2,1
苟讀,范百齡,3,1
苟讀,蘇星河,1,1
苟讀,吳領軍,3,1
苟讀,馮阿三,3,1
虛竹,吳領軍,4,1
虛竹,馮阿三,3,1
范百齡,吳領軍,5,1
蘇星河,吳領軍,1,1
蘇星河,馮阿三,1,1
吳領軍,馮阿三,4,1
慕容復,吳領軍,2,1
慕容復,馮阿三,1,1
段延慶,吳領軍,2,1
段延慶,馮阿三,1,1
鳩摩智,吳領軍,1,1
鳩摩智,馮阿三,1,1
丁春秋,吳領軍,2,1
吳領軍,鄧百川,1,1
康廣陵,慧方,1,1
段延慶,慧方,2,1
慧方,范百齡,1,1
慧方,段譽,2,1
慧方,吳領軍,1,1
王語嫣,范百齡,1,1
王語嫣,吳領軍,1,1
玄難,吳領軍,1,1
段譽,吳領軍,1,1
虛竹,蕭峰,60,1
虛竹,阿紫,26,1
玄難,阿紫,3,1
蘇星河,阿紫,3,1
慕容復,阿紫,11,1
慕容復,阮星竹,9,1
慕容復,古篤誠,1,1
阮星竹,包不同,1,1
阮星竹,王語嫣,1,1
阮星竹,虛竹,1,1
阮星竹,丁春秋,4,1
阮星竹,蘇星河,1,1
阮星竹,段譽,8,1
阮星竹,游坦之,2,1
阮星竹,全冠清,1,1
阮星竹,古篤誠,1,1
朱丹臣,阿朱,1,1
朱丹臣,游坦之,1,1
阿朱,虛竹,1,1
阿朱,丁春秋,2,1
阿朱,蘇星河,1,1
阿朱,古篤誠,1,1
包不同,阿紫,2,1
包不同,古篤誠,1,1
王語嫣,阿紫,6,1
王語嫣,古篤誠,2,1
虛竹,全冠清,1,1
虛竹,古篤誠,1,1
段正淳,游坦之,1,1
段正淳,全冠清,1,1
丁春秋,古篤誠,1,1
蘇星河,古篤誠,1,1
段譽,阿紫,46,1
游坦之,古篤誠,1,1
崔百泉,王語嫣,3,1
崔百泉,古篤誠,1,1
王語嫣,過彥之,2,1
過彥之,古篤誠,1,1
阿碧,段延慶,2,1
阿碧,范驊,3,1
阿碧,朱丹臣,2,1
阿碧,段正淳,2,1
阿碧,巴天石,3,1
段延慶,過彥之,2,1
范驊,崔百泉,5,1
范驊,過彥之,4,1
朱丹臣,崔百泉,1,1
朱丹臣,過彥之,1,1
崔百泉,巴天石,4,1
過彥之,巴天石,2,1
范驊,鳩摩智,1,1
鳩摩智,巴天石,1,1
阿朱,巴天石,1,1
范驊,王語嫣,5,1
王語嫣,巴天石,18,1
范驊,慕容博,1,1
慕容復,崔百泉,1,1
阿朱,公冶乾,1,1
阿朱,鄧百川,2,1
包不同,崔百泉,1,1
崔百泉,風波惡,1,1
崔百泉,丁春秋,1,1
崔百泉,公冶乾,1,1
崔百泉,游坦之,1,1
崔百泉,鄧百川,1,1
崔百泉,阿紫,1,1
風波惡,阿紫,1,1
公冶乾,阿紫,1,1
鄧百川,阿紫,2,1
慕容復,桑土公,19,1
包不同,桑土公,9,1
王語嫣,桑土公,6,1
公冶乾,桑土公,7,1
桑土公,鄧百川,8,1
慕容復,玄黃子,1,1
慕容復,章達夫,1,1
玄黃子,包不同,1,1
玄黃子,風波惡,1,1
玄黃子,王語嫣,1,1
玄黃子,章達夫,1,1
玄黃子,公冶乾,1,1
玄黃子,桑土公,1,1
玄黃子,鄧百川,1,1
包不同,章達夫,1,1
風波惡,章達夫,1,1
風波惡,桑土公,4,1
王語嫣,章達夫,1,1
章達夫,公冶乾,1,1
章達夫,桑土公,1,1
章達夫,鄧百川,1,1
王語嫣,端木元,2,1
王語嫣,黎夫人,2,1
慕容復,端木元,1,1
慕容復,黎夫人,2,1
端木元,黎夫人,1,1
公冶乾,黎夫人,1,1
桑土公,黎夫人,1,1
慕容復,烏老大,32,1
烏老大,包不同,14,1
烏老大,風波惡,4,1
烏老大,公冶乾,3,1
烏老大,桑土公,5,1
烏老大,鄧百川,9,1
慕容復,范驊,1,1
慕容復,巴天石,5,1
范驊,丁春秋,1,1
范驊,鄧百川,1,1
丁春秋,巴天石,1,1
巴天石,鄧百川,4,1
段譽,桑土公,5,1
慕容復,不平道人,16,1
烏老大,王語嫣,14,1
烏老大,段譽,22,1
烏老大,不平道人,28,1
風波惡,不平道人,2,1
王語嫣,不平道人,8,1
段譽,不平道人,10,1
公冶乾,不平道人,2,1
桑土公,不平道人,3,1
包不同,不平道人,5,1
慕容復,天山童姥,9,1
烏老大,天山童姥,17,1
烏老大,喬峰,1,1
天山童姥,不平道人,6,1
天山童姥,喬峰,1,1
不平道人,喬峰,1,1
王語嫣,天山童姥,8,1
鄧百川,不平道人,6,1
慕容復,枯榮,1,1
烏老大,枯榮,1,1
枯榮,包不同,1,1
枯榮,鄧百川,1,1
枯榮,不平道人,1,1
烏老大,段正明,1,1
不平道人,段正明,1,1
烏老大,丁春秋,5,1
丁春秋,不平道人,3,1
慕容復,欽島主,3,1
慕容復,霍洞主,2,1
欽島主,烏老大,4,1
欽島主,霍洞主,2,1
烏老大,霍洞主,2,1
烏老大,司馬島主,1,1
安洞主,欽島主,3,1
安洞主,烏老大,8,1
安洞主,包不同,3,1
欽島主,包不同,2,1
安洞主,九翼道人,2,1
安洞主,慕容復,5,1
安洞主,不平道人,5,1
九翼道人,慕容復,4,1
九翼道人,欽島主,1,1
九翼道人,烏老大,9,1
九翼道人,包不同,3,1
九翼道人,不平道人,4,1
欽島主,不平道人,2,1
九翼道人,王語嫣,4,1
九翼道人,段譽,4,1
九翼道人,天山童姥,3,1
包不同,天山童姥,4,1
安洞主,天山童姥,2,1
安洞主,王語嫣,2,1
九翼道人,辛雙清,1,1
烏老大,辛雙清,1,1
安洞主,段譽,2,1
安洞主,鄧百川,2,1
天山童姥,鄧百川,2,1
烏老大,司空玄,1,1
包不同,司空玄,1,1
烏老大,區島主,3,1
區島主,段譽,2,1
區島主,天山童姥,2,1
區島主,不平道人,1,1
安洞主,慧方,1,1
安洞主,虛竹,3,1
安洞主,霍洞主,1,1
安洞主,玄難,1,1
安洞主,丁春秋,1,1
安洞主,蘇星河,1,1
安洞主,游坦之,1,1
安洞主,桑土公,1,1
安洞主,阿紫,1,1
欽島主,慧方,1,1
欽島主,虛竹,1,1
欽島主,玄難,1,1
欽島主,丁春秋,1,1
欽島主,蘇星河,1,1
欽島主,段譽,1,1
欽島主,游坦之,1,1
欽島主,桑土公,1,1
欽島主,鄧百川,1,1
欽島主,阿紫,1,1
慧方,烏老大,2,1
慧方,霍洞主,1,1
慧方,桑土公,1,1
慧方,阿紫,2,1
慧方,不平道人,1,1
烏老大,虛竹,55,1
烏老大,玄難,1,1
烏老大,蘇星河,3,1
烏老大,游坦之,4,1
烏老大,阿紫,4,1
虛竹,霍洞主,1,1
虛竹,桑土公,3,1
虛竹,不平道人,14,1
霍洞主,玄難,1,1
霍洞主,丁春秋,1,1
霍洞主,蘇星河,1,1
霍洞主,段譽,1,1
霍洞主,游坦之,1,1
霍洞主,桑土公,1,1
霍洞主,鄧百川,1,1
霍洞主,阿紫,1,1
霍洞主,不平道人,1,1
玄難,桑土公,1,1
玄難,不平道人,1,1
丁春秋,桑土公,1,1
蘇星河,桑土公,1,1
蘇星河,不平道人,3,1
游坦之,桑土公,1,1
游坦之,不平道人,1,1
桑土公,阿紫,1,1
阿紫,不平道人,1,1
虛竹,靈門大師,1,1
虛竹,無崖子,31,1
虛竹,玄苦,3,1
靈門大師,玄悲,1,1
靈門大師,玄難,1,1
靈門大師,無崖子,1,1
靈門大師,玄苦,1,1
靈門大師,玄慈,1,1
玄悲,無崖子,1,1
玄悲,玄苦,2,1
玄難,無崖子,2,1
無崖子,玄苦,1,1
無崖子,玄慈,1,1
無崖子,蘇星河,7,1
段延慶,無崖子,2,1
慧方,無崖子,1,1
丁春秋,無崖子,4,1
烏老大,無崖子,5,1
無崖子,不平道人,4,1
虛竹,天山童姥,11,1
無崖子,天山童姥,2,1
虛竹,李秋水,51,1
無崖子,李秋水,13,1
烏老大,李秋水,7,1
慕容復,李秋水,2,1
段譽,李秋水,4,1
李秋水,桑土公,1,1
丁春秋,李秋水,3,1
李秋水,阿紫,1,1
虛竹,夢姑,10,1
夢姑,李秋水,3,1
丁春秋,夢姑,1,1
無崖子,夢姑,1,1
蘇星河,夢姑,1,1
蘇星河,李秋水,2,1
王語嫣,李秋水,1,1
虛竹,余婆,14,1
李秋水,余婆,2,1
烏老大,余婆,2,1
石嫂,虛竹,8,1
石嫂,余婆,8,1
烏老大,符敏儀,1,1
虛竹,符敏儀,8,1
無崖子,符敏儀,1,1
蘇星河,符敏儀,1,1
李秋水,不平道人,1,1
李秋水,符敏儀,1,1
不平道人,符敏儀,1,1
石嫂,程青霜,2,1
石嫂,符敏儀,5,1
虛竹,程青霜,2,1
程青霜,余婆,2,1
程青霜,符敏儀,2,1
余婆,符敏儀,5,1
烏老大,雲島主,1,1
虛竹,雲島主,2,1
余婆,雲島主,1,1
慕容復,雲島主,1,1
段譽,雲島主,1,1
公冶乾,雲島主,1,1
鄧百川,雲島主,1,1
風波惡,天山童姥,1,1
公冶乾,天山童姥,1,1
慕容復,珠崖二怪,1,1
慕容復,卓不凡,4,1
慕容復,珠崖大怪,1,1
慕容復,區島主,1,1
慕容復,無崖子,1,1
珠崖二怪,烏老大,1,1
珠崖二怪,王語嫣,1,1
珠崖二怪,卓不凡,1,1
珠崖二怪,虛竹,1,1
珠崖二怪,珠崖大怪,1,1
珠崖二怪,區島主,1,1
珠崖二怪,無崖子,1,1
珠崖二怪,段譽,1,1
烏老大,卓不凡,1,1
烏老大,珠崖大怪,1,1
王語嫣,卓不凡,5,1
王語嫣,珠崖大怪,1,1
王語嫣,區島主,1,1
王語嫣,無崖子,1,1
卓不凡,虛竹,18,1
卓不凡,珠崖大怪,2,1
卓不凡,區島主,1,1
卓不凡,無崖子,1,1
卓不凡,段譽,5,1
虛竹,珠崖大怪,2,1
虛竹,區島主,1,1
珠崖大怪,區島主,1,1
珠崖大怪,無崖子,1,1
珠崖大怪,段譽,1,1
區島主,無崖子,1,1
無崖子,段譽,1,1
卓不凡,天山童姥,1,1
包不同,卓不凡,2,1
包不同,辛雙清,1,1
包不同,左子穆,1,1
卓不凡,辛雙清,1,1
卓不凡,左子穆,1,1
虛竹,辛雙清,1,1
虛竹,左子穆,2,1
崔綠華,卓不凡,5,1
崔綠華,虛竹,4,1
崔綠華,不平道人,2,1
卓不凡,不平道人,2,1
蘭劍,虛竹,16,1
蘭劍,梅劍,15,1
蘭劍,菊劍,10,1
蘭劍,竹劍,12,1
虛竹,梅劍,18,1
虛竹,菊劍,17,1
虛竹,竹劍,9,1
梅劍,菊劍,10,1
梅劍,竹劍,10,1
菊劍,竹劍,10,1
蘭劍,哈大霸,1,1
虛竹,哈大霸,6,1
梅劍,哈大霸,1,1
菊劍,哈大霸,1,1
竹劍,哈大霸,1,1
烏老大,哈大霸,3,1
烏老大,梅劍,1,1
梅劍,左子穆,1,1
蘭劍,段譽,7,1
蘭劍,李秋水,1,1
梅劍,段譽,7,1
梅劍,李秋水,1,1
慕容復,崔綠華,1,1
包不同,崔綠華,1,1
風波惡,崔綠華,1,1
風波惡,卓不凡,1,1
崔綠華,公冶乾,1,1
崔綠華,鄧百川,1,1
卓不凡,公冶乾,1,1
卓不凡,鄧百川,1,1
包不同,哈大霸,2,1
慕容復,哈大霸,1,1
石嫂,蘭劍,1,1
石嫂,梅劍,1,1
石嫂,菊劍,1,1
石嫂,竹劍,1,1
蘭劍,余婆,1,1
梅劍,余婆,1,1
菊劍,余婆,1,1
竹劍,余婆,1,1
慧輪,虛竹,5,1
虛竹,緣根,12,1
道清大師,神音大師,1,1
道清大師,融智大師,2,1
道清大師,哲羅星,7,1
道清大師,覺賢大師,2,1
道清大師,神山上人,5,1
道清大師,觀心大師,4,1
道清大師,玄慈,7,1
神音大師,融智大師,1,1
神音大師,哲羅星,1,1
神音大師,覺賢大師,1,1
神音大師,神山上人,1,1
神音大師,觀心大師,1,1
神音大師,玄慈,1,1
融智大師,哲羅星,2,1
融智大師,覺賢大師,2,1
融智大師,神山上人,2,1
融智大師,觀心大師,3,1
融智大師,玄慈,2,1
哲羅星,覺賢大師,2,1
哲羅星,神山上人,12,1
哲羅星,觀心大師,3,1
哲羅星,玄慈,15,1
覺賢大師,神山上人,1,1
覺賢大師,觀心大師,2,1
覺賢大師,玄慈,1,1
神山上人,觀心大師,4,1
神山上人,玄慈,12,1
觀心大師,玄慈,4,1
玄寂,虛竹,16,1
玄寂,哲羅星,8,1
玄寂,神山上人,2,1
玄寂,波羅星,7,1
虛竹,哲羅星,9,1
虛竹,神山上人,5,1
虛竹,波羅星,7,1
哲羅星,波羅星,19,1
神山上人,波羅星,9,1
波羅星,玄慈,16,1
道清大師,玄寂,3,1
道清大師,波羅星,3,1
玄寂,玄慚,1,1
玄慚,波羅星,2,1
融智大師,波羅星,1,1
覺賢大師,波羅星,1,1
觀心大師,波羅星,2,1
玄慚,玄慈,4,1
道清大師,玄生,3,1
神山上人,玄生,7,1
觀心大師,玄生,1,1
玄生,波羅星,8,1
玄生,玄慈,7,1
哲羅星,玄生,10,1
玄鳴,鳩摩智,1,1
玄鳴,哲羅星,1,1
玄鳴,玄石,3,1
玄鳴,玄生,1,1
玄鳴,玄慈,1,1
鳩摩智,哲羅星,13,1
鳩摩智,玄石,1,1
鳩摩智,玄生,13,1
鳩摩智,玄慈,16,1
哲羅星,玄石,1,1
玄石,玄生,1,1
玄石,玄慈,1,1
鳩摩智,波羅星,8,1
鳩摩智,神山上人,6,1
慧輪,鳩摩智,2,1
慧輪,波羅星,1,1
慧輪,玄慈,4,1
鳩摩智,無崖子,2,1
鳩摩智,天山童姥,3,1
鳩摩智,李秋水,2,1
天山童姥,李秋水,1,1
虛竹,玄生,5,1
段延慶,玄渡,1,1
虛竹,玄渡,11,1
無崖子,玄渡,1,1
蘇星河,玄渡,1,1
慧輪,慧方,1,1
慧輪,丐幫,1,1
慧輪,玄難,1,1
慧輪,丁春秋,1,1
慧輪,玄渡,1,1
慧方,丐幫,2,1
慧方,玄渡,2,1
慧方,玄慈,3,1
丐幫,虛竹,9,1
丐幫,玄難,2,1
丐幫,玄渡,4,1
玄難,玄渡,2,1
丁春秋,玄渡,2,1
玄渡,玄慈,5,1
本因,虛竹,1,1
本因,玄渡,1,1
本相,虛竹,1,1
本相,玄渡,1,1
枯榮,玄渡,1,1
鳩摩智,蕭峰,7,1
鳩摩智,玄苦,2,1
哲羅星,玄渡,2,1
李秋水,波羅星,1,1
李秋水,玄慈,1,1
鳩摩智,菊劍,3,1
菊劍,玄慈,4,1
蘭劍,緣根,2,1
梅劍,緣根,1,1
慧輪,菊劍,1,1
慧輪,竹劍,1,1
慧輪,緣根,1,1
菊劍,緣根,1,1
竹劍,緣根,2,1
竹劍,玄慈,1,1
緣根,玄慈,1,1
鳩摩智,梅劍,2,1
鳩摩智,玄愧,1,1
鳩摩智,玄慚,2,1
鳩摩智,玄念,1,1
虛竹,玄愧,1,1
虛竹,玄慚,2,1
虛竹,玄念,1,1
梅劍,玄愧,2,1
梅劍,玄慚,2,1
梅劍,玄念,1,1
梅劍,玄慈,2,1
玄愧,玄慚,1,1
玄愧,菊劍,2,1
玄愧,玄念,1,1
玄愧,玄慈,1,1
玄慚,菊劍,2,1
玄慚,玄念,1,1
菊劍,玄念,1,1
玄念,玄慈,1,1
蘭劍,玄愧,1,1
玄愧,竹劍,1,1
慧方,鳩摩智,2,1
慧方,梅劍,1,1
慧方,玄慚,1,1
慧方,菊劍,1,1
慧方,天山童姥,1,1
鳩摩智,阿紫,1,1
梅劍,玄難,1,1
梅劍,丁春秋,3,1
梅劍,天山童姥,1,1
梅劍,阿紫,1,1
玄難,玄慚,1,1
玄難,菊劍,1,1
玄難,天山童姥,1,1
玄慚,丁春秋,1,1
玄慚,天山童姥,1,1
玄慚,阿紫,1,1
丁春秋,菊劍,5,1
丁春秋,天山童姥,1,1
菊劍,天山童姥,1,1
菊劍,阿紫,1,1
天山童姥,阿紫,1,1
天山童姥,玄慈,1,1
阿紫,玄慈,4,1
玄寂,玄生,4,1
玄寂,鳩摩智,5,1
玄寂,玄渡,2,1
玄渡,玄生,2,1
慧方,玄寂,1,1
慧方,玄悲,1,1
慧方,慧鏡,1,1
慧方,喬峰,1,1
慧方,玄苦,1,1
慧方,波羅星,1,1
丐幫,玄寂,2,1
丐幫,鳩摩智,3,1
丐幫,玄悲,1,1
丐幫,慧鏡,1,1
丐幫,玄痛,1,1
丐幫,鄧百川,8,1
丐幫,波羅星,1,1
玄寂,玄悲,1,1
玄寂,丁春秋,2,1
玄寂,公冶乾,2,1
玄寂,慧鏡,1,1
玄寂,玄痛,2,1
玄寂,鄧百川,2,1
鳩摩智,玄悲,1,1
鳩摩智,慧鏡,1,1
鳩摩智,玄痛,1,1
玄悲,丁春秋,1,1
玄悲,玄渡,1,1
玄悲,慧鏡,1,1
玄悲,玄痛,1,1
玄悲,波羅星,1,1
玄難,波羅星,1,1
丁春秋,玄苦,1,1
丁春秋,波羅星,1,1
玄渡,公冶乾,1,1
玄渡,慧鏡,1,1
玄渡,玄痛,1,1
玄渡,鄧百川,1,1
玄渡,喬峰,1,1
玄渡,玄苦,1,1
玄渡,波羅星,1,1
公冶乾,慧鏡,1,1
公冶乾,波羅星,1,1
公冶乾,玄慈,1,1
慧鏡,玄痛,1,1
慧鏡,喬峰,1,1
慧鏡,玄苦,1,1
慧鏡,波羅星,1,1
慧鏡,玄慈,1,1
玄痛,喬峰,1,1
玄痛,玄苦,1,1
玄痛,波羅星,1,1
玄痛,玄慈,2,1
鄧百川,玄苦,1,1
鄧百川,波羅星,1,1
鄧百川,玄慈,1,1
喬峰,波羅星,1,1
玄苦,波羅星,1,1
道清大師,鳩摩智,3,1
道清大師,虛竹,2,1
道清大師,慧輪,1,1
慧輪,玄寂,1,1
慧輪,哲羅星,1,1
慧輪,玄生,1,1
丐幫,玄慚,1,1
玄慚,喬峰,1,1
丐幫,諸葛中,1,1
丐幫,玄生,1,1
諸葛中,玄生,1,1
范驊,玄慈,1,1
朱丹臣,玄慈,1,1
華赫艮,玄慈,1,1
本因,段正淳,1,1
枯榮,段正淳,1,1
阮星竹,鳩摩智,1,1
慕容復,雲中鶴,2,1
雲中鶴,鳩摩智,1,1
葉二娘,玄慈,9,1
公冶乾,全冠清,1,1
全冠清,鄧百川,1,1
丐幫,蘇星河,1,1
包不同,葉二娘,1,1
風波惡,葉二娘,1,1
玄難,玄生,1,1
丁春秋,玄生,1,1
玄痛,玄生,1,1
天狼子,蕭峰,1,1
褚萬里,丁春秋,1,1
褚萬里,游坦之,1,1
游坦之,玄慈,9,1
汪劍通,玄慈,2,1
全冠清,玄慈,3,1
耶律莫哥,阿紫,1,1
汪劍通,丁春秋,1,1
汪劍通,阿紫,1,1
慕容復,蕭峰,44,1
包不同,蕭峰,7,1
風波惡,蕭峰,2,1
蕭峰,鄧百川,4,1
玄生,玄苦,1,1
枯榮,蕭峰,1,1
余婆,玄慈,2,1
崔百泉,蕭峰,1,1
王語嫣,蕭峰,5,1
李傀儡,菊劍,1,1
康廣陵,菊劍,2,1
苟讀,丁春秋,1,1
苟讀,菊劍,1,1
范百齡,菊劍,1,1
菊劍,吳領軍,1,1
菊劍,馮阿三,1,1
菊劍,薛慕華,3,1
康廣陵,玄寂,1,1
康廣陵,玄痛,1,1
康廣陵,玄慈,1,1
梅劍,薛慕華,1,1
蘭劍,丐幫,1,1
雲中鶴,虛竹,3,1
玄寂,葉二娘,2,1
阮星竹,葉二娘,1,1
丐幫,蕭遠山,4,1
蕭遠山,汪劍通,2,1
蕭遠山,趙錢孫,1,1
汪劍通,趙錢孫,1,1
譚婆,蕭峰,1,1
蕭遠山,玄苦,3,1
蕭遠山,葉二娘,4,1
蕭遠山,虛竹,1,1
蕭遠山,慕容博,25,1
蕭遠山,玄慈,7,1
慕容博,玄慈,7,1
慕容博,蕭峰,18,1
柯百歲,玄慈,1,1
白世鏡,玄慈,1,1
馬大元,玄慈,1,1
白世鏡,蕭遠山,1,1
蕭遠山,馬大元,1,1
慕容復,蕭遠山,8,1
玄寂,包不同,2,1
玄寂,風波惡,1,1
包不同,玄慈,1,1
包不同,宋長老,8,1
蕭遠山,全冠清,2,1
蕭遠山,游坦之,1,1
蕭遠山,段譽,1,1
段譽,波羅星,1,1
玄寂,段譽,2,1
慕容復,哲羅星,1,1
慕容復,波羅星,2,1
鳩摩智,蕭遠山,4,1
蕭遠山,哲羅星,2,1
蕭遠山,波羅星,1,1
哲羅星,慕容博,2,1
哲羅星,蕭峰,2,1
慕容博,波羅星,1,1
蕭峰,波羅星,2,1
蕭遠山,喬峰,1,1
慕容博,喬峰,1,1
丐幫,慕容博,3,1
道清大師,玄滅,1,1
道清大師,蕭遠山,1,1
道清大師,慕容博,1,1
玄滅,鳩摩智,2,1
玄滅,蕭遠山,2,1
玄滅,哲羅星,1,1
玄滅,慕容博,2,1
玄滅,神山上人,2,1
玄滅,玄生,7,1
蕭遠山,神山上人,1,1
蕭遠山,玄生,2,1
慕容博,神山上人,1,1
慕容博,玄生,2,1
